Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
39,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880,1,Y,Yes,13,3,3,0,21,2,3,21,6,2,8,No
33,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342,0,Y,No,19,3,4,0,3,2,2,2,2,2,2,No
45,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,17650,3,Y,No,13,3,2,1,26,4,4,9,3,1,1,No
32,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025,9,Y,No,12,3,2,0,10,2,3,8,7,7,7,No
34,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,9725,0,Y,No,11,3,4,1,16,2,2,15,1,0,9,No
59,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904,3,Y,Yes,14,3,3,1,14,1,1,6,4,0,4,No
45,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177,1,Y,No,16,3,1,0,6,3,3,6,3,0,4,No
53,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525,2,Y,No,12,3,1,1,30,2,3,15,7,6,12,No
36,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7,Y,No,14,3,2,1,9,3,2,1,0,0,0,Yes
26,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,6,Y,Yes,14,3,2,1,6,2,3,3,2,1,2,Yes
34,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220,1,Y,Yes,19,3,4,1,1,2,3,1,1,0,0,No
28,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052,1,Y,No,22,4,2,0,1,5,3,1,0,0,0,No
38,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821,3,Y,No,16,3,1,1,8,2,3,2,2,2,2,No
50,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,19237,2,Y,Yes,11,3,4,1,29,2,2,8,1,7,7,No
37,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107,3,Y,No,15,3,1,0,8,3,2,4,3,0,1,No
40,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396,1,Y,No,14,3,2,1,8,3,2,7,7,7,5,No
26,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007,1,Y,No,13,3,3,2,5,5,3,5,3,1,3,No
46,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627,9,Y,No,17,3,4,2,23,0,3,2,2,2,2,No
54,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,6,Y,No,11,3,2,1,13,4,3,9,4,7,0,No
56,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,2,Y,No,19,3,2,1,18,4,3,5,4,0,3,No
36,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858,0,Y,No,11,3,2,0,15,2,2,14,8,7,8,No
55,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,7,Y,No,15,3,2,0,31,3,4,9,7,6,2,No
43,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5,Y,No,13,3,3,1,18,5,3,1,0,0,0,No
20,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323,1,Y,Yes,14,3,2,0,2,3,3,2,2,0,2,Yes
21,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416,1,Y,No,13,3,1,0,1,6,2,1,0,1,0,Yes
46,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,8,Y,Yes,23,4,1,3,19,2,3,16,13,1,7,No
51,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461,9,Y,Yes,12,3,3,3,18,2,4,10,0,2,7,Yes
28,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,1,Y,No,12,3,1,0,10,2,2,10,7,1,9,Yes
26,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,1,Y,No,16,3,1,2,6,2,3,5,3,1,3,No
30,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957,0,Y,No,15,3,3,1,7,1,2,6,2,0,2,No
41,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376,1,Y,No,13,3,3,0,10,3,3,10,6,0,8,No
38,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823,0,Y,No,18,3,1,1,20,4,2,19,9,1,9,No
40,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322,4,Y,No,20,4,4,1,14,6,3,11,10,11,1,No
27,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,1,Y,No,19,3,4,3,3,4,3,3,2,1,2,No
55,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,3,Y,No,18,3,2,1,23,4,3,3,2,1,2,No
28,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660,3,Y,No,13,3,4,0,10,4,4,8,7,1,7,No
44,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,9,Y,No,14,3,4,1,24,1,3,20,6,3,6,Yes
33,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,4,Y,No,15,3,3,1,9,2,3,3,2,1,2,No
35,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582,0,Y,Yes,22,4,1,0,9,2,3,8,7,4,7,Yes
33,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508,1,Y,No,22,4,2,0,14,4,3,13,7,3,8,Yes
28,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,1,Y,No,16,3,4,1,4,5,2,4,2,2,2,No
34,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756,0,Y,No,17,3,3,0,7,1,2,6,2,0,4,No
37,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694,2,Y,Yes,14,3,3,3,8,5,3,1,0,0,0,No
25,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691,1,Y,Yes,15,3,2,1,7,3,4,7,7,5,6,Yes
26,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,1,Y,No,20,4,3,1,1,0,2,1,1,0,0,Yes
33,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313,4,Y,Yes,20,4,2,0,5,0,3,2,2,2,2,Yes
42,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,0,Y,No,17,3,4,1,23,3,3,22,6,13,7,No
28,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,1,Y,No,15,3,1,2,1,2,3,1,0,0,0,Yes
50,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,3,Y,Yes,14,3,4,0,5,4,3,0,0,0,0,Yes
33,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,0,Y,No,17,3,3,1,4,3,3,3,2,0,2,No
34,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,3,Y,No,17,3,4,3,6,2,3,0,0,0,0,No
48,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885,2,Y,No,22,4,3,0,27,3,2,5,4,2,1,No
45,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593,1,Y,No,13,3,4,1,15,2,3,15,10,4,12,No
52,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,7,Y,No,19,3,4,0,18,4,3,8,6,4,0,No
38,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,0,Y,Yes,14,3,2,2,9,2,3,8,7,2,7,No
29,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,4,Y,No,22,4,1,1,11,1,3,7,5,1,7,No
28,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,0,Y,No,17,3,2,3,10,3,2,9,7,1,7,No
46,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,3,Y,No,12,3,4,1,23,3,3,12,9,4,9,No
38,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351,7,Y,No,16,3,3,0,10,2,3,1,0,0,0,No
43,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,8,Y,No,11,3,3,1,18,1,3,8,7,0,1,No
39,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,7,Y,No,11,3,4,3,21,4,3,18,7,11,5,Yes
40,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626,1,Y,No,14,3,1,0,21,2,4,20,7,4,9,No
21,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070,1,Y,Yes,11,3,3,0,2,6,4,2,2,2,2,No
39,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,9,Y,No,15,3,3,0,9,2,2,5,4,0,3,No
36,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779,2,Y,No,20,4,1,0,18,0,3,11,9,0,9,No
31,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791,0,Y,No,12,3,1,1,3,4,3,2,2,2,2,No
28,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201,0,Y,No,17,3,1,0,6,2,1,5,3,0,4,No
35,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968,1,Y,No,11,3,4,1,5,3,3,5,2,0,2,No
49,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120,6,Y,No,17,3,2,1,22,3,3,9,8,2,3,No
34,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,4,Male,95,3,2,Manufacturing Director,3,Single,4033,2,Y,No,11,3,4,0,5,3,2,3,2,0,2,No
29,Travel_Frequently,490,Research & Development,10,3,Life Sciences,4,Female,61,3,1,Research Scientist,2,Divorced,3291,0,Y,No,14,3,4,2,8,2,2,7,5,1,1,No
42,Travel_Rarely,188,Research & Development,29,3,Medical,2,Male,56,1,2,Laboratory Technician,4,Single,4272,4,Y,No,19,3,1,0,16,3,3,1,0,0,0,No
29,Travel_Rarely,718,Research & Development,8,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,1,Y,Yes,15,3,3,1,10,2,2,10,7,1,2,No
38,Travel_Rarely,433,Human Resources,1,3,Human Resources,3,Male,37,4,1,Human Resources,3,Married,2844,1,Y,No,13,3,4,1,7,2,4,7,6,5,0,No
28,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,1,Y,Yes,14,3,4,1,3,2,3,3,1,0,2,No
18,Non-Travel,247,Research & Development,8,1,Medical,3,Male,80,3,1,Laboratory Technician,3,Single,1904,1,Y,No,12,3,4,0,0,0,3,0,0,0,0,Yes
33,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,0,Y,Yes,17,3,1,0,6,3,3,5,2,0,3,Yes
41,Travel_Rarely,167,Research & Development,12,4,Life Sciences,2,Male,46,3,1,Laboratory Technician,4,Married,4766,3,Y,Yes,11,3,1,1,6,4,3,1,0,0,0,No
31,Travel_Frequently,874,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,2610,1,Y,No,12,3,3,1,2,5,2,2,2,2,2,Yes
37,Travel_Rarely,367,Research & Development,25,2,Medical,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,7,Y,No,13,3,3,2,9,2,3,6,2,1,3,No
27,Travel_Rarely,199,Research & Development,6,3,Life Sciences,4,Male,55,2,1,Research Scientist,3,Married,2539,1,Y,No,13,3,3,1,4,0,3,4,2,2,2,No
34,Travel_Rarely,1400,Sales,9,1,Life Sciences,2,Female,70,3,2,Sales Executive,3,Married,5714,1,Y,No,20,4,1,0,6,3,2,6,5,1,3,No
35,Travel_Rarely,528,Human Resources,8,4,Technical Degree,3,Male,100,3,1,Human Resources,3,Single,4323,1,Y,No,17,3,2,0,6,2,1,5,4,1,4,No
29,Travel_Rarely,408,Sales,23,1,Life Sciences,4,Female,45,2,3,Sales Executive,1,Married,7336,1,Y,No,13,3,1,1,11,3,1,11,8,3,10,Yes
40,Travel_Frequently,593,Research & Development,9,4,Medical,2,Female,88,3,3,Research Director,3,Single,13499,9,Y,No,17,3,3,0,20,3,2,18,7,2,13,No
42,Travel_Frequently,481,Sales,12,3,Life Sciences,3,Male,44,3,4,Sales Executive,1,Single,13758,0,Y,Yes,12,3,2,0,22,2,2,21,9,13,14,Yes
42,Travel_Rarely,647,Sales,4,4,Marketing,2,Male,45,3,2,Sales Executive,1,Single,5155,7,Y,No,13,3,4,0,9,3,4,6,4,1,5,No
35,Travel_Rarely,982,Research & Development,1,4,Medical,4,Male,58,2,1,Laboratory Technician,3,Married,2258,6,Y,No,12,3,2,1,10,2,3,8,0,1,7,No
24,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597,8,Y,No,22,4,4,0,6,2,3,4,3,1,2,No
28,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,1,Y,Yes,11,3,4,0,1,4,2,1,1,0,0,Yes
26,Travel_Rarely,1384,Research & Development,3,4,Medical,1,Male,82,4,1,Laboratory Technician,4,Married,4420,1,Y,No,22,4,2,1,8,2,3,8,7,0,7,No
30,Travel_Rarely,852,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,6578,1,Y,No,18,3,1,1,10,3,3,10,3,1,4,No
40,Travel_Frequently,902,Research & Development,26,2,Medical,3,Female,92,2,2,Research Scientist,4,Married,4422,3,Y,Yes,13,3,4,1,16,3,1,1,1,0,0,No
35,Travel_Rarely,819,Research & Development,2,3,Life Sciences,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,2,Y,No,18,3,2,1,15,2,4,7,7,6,4,No
34,Travel_Frequently,669,Research & Development,1,3,Medical,4,Male,97,2,2,Healthcare Representative,1,Single,5343,0,Y,No,20,4,3,0,14,3,3,13,9,4,9,No
35,Travel_Frequently,636,Research & Development,4,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,1,Y,No,13,3,2,1,2,2,4,2,2,2,2,No
43,Travel_Rarely,1372,Sales,9,3,Marketing,1,Female,85,1,2,Sales Executive,3,Single,5346,8,Y,No,13,3,2,0,7,2,2,4,3,1,3,Yes
32,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,1,Y,No,12,3,3,3,1,3,3,1,0,0,0,No
56,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,4,Y,No,13,3,4,1,28,2,3,5,2,4,2,No
29,Travel_Rarely,1401,Research & Development,6,1,Medical,2,Female,54,3,1,Laboratory Technician,4,Married,3131,1,Y,No,13,3,1,1,10,5,3,10,8,0,8,No
19,Travel_Rarely,645,Research & Development,9,2,Life Sciences,3,Male,54,3,1,Research Scientist,1,Single,2552,1,Y,No,25,4,3,0,1,4,3,1,1,0,0,No
45,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,4,Y,Yes,19,3,3,1,7,2,2,3,2,0,2,No
37,Travel_Rarely,977,Research & Development,1,3,Life Sciences,4,Female,56,2,2,Manufacturing Director,4,Married,6474,1,Y,No,13,3,2,1,14,2,2,14,8,3,11,No
20,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,Male,87,2,1,Laboratory Technician,3,Single,3033,1,Y,No,12,3,1,0,2,2,2,2,2,1,2,No
44,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,1,Y,Yes,11,3,3,0,6,4,3,6,4,0,2,Yes
53,Travel_Rarely,1223,Research & Development,7,2,Medical,4,Female,50,3,5,Manager,3,Divorced,18606,3,Y,No,18,3,2,1,26,6,3,7,7,4,7,No
29,Travel_Rarely,942,Research & Development,15,1,Life Sciences,2,Female,69,1,1,Research Scientist,4,Married,2168,0,Y,Yes,18,3,1,1,6,2,2,5,4,1,3,No
22,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,3,Male,48,2,1,Research Scientist,4,Married,2853,0,Y,Yes,11,3,2,1,1,5,3,0,0,0,0,Yes
46,Travel_Rarely,1402,Sales,2,3,Marketing,3,Female,69,3,4,Manager,1,Married,17048,8,Y,No,23,4,1,0,28,2,3,26,15,15,9,No
44,Non-Travel,111,Research & Development,17,3,Life Sciences,4,Male,74,1,1,Research Scientist,3,Single,2290,2,Y,No,13,3,4,0,6,3,3,0,0,0,0,No
33,Travel_Rarely,147,Human Resources,2,3,Human Resources,2,Male,99,3,1,Human Resources,3,Married,3600,1,Y,No,13,3,4,1,5,2,3,5,4,1,4,No
41,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107,6,Y,No,17,3,1,1,5,2,1,1,0,0,0,Yes
30,Travel_Rarely,1329,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,4115,8,Y,No,19,3,3,3,8,3,3,4,3,0,3,No
40,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,5,Y,No,12,3,4,3,5,2,3,0,0,0,0,No
50,Travel_Frequently,1421,Research & Development,2,3,Medical,4,Female,30,3,4,Manager,1,Married,17856,2,Y,No,22,4,3,1,32,3,3,2,2,2,2,No
28,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,1,Y,No,12,3,3,3,6,2,3,6,5,3,3,No
46,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,4,Male,52,3,5,Research Director,2,Married,19081,5,Y,No,11,3,1,1,25,2,3,4,2,0,3,No
35,Travel_Rarely,1361,Sales,17,4,Life Sciences,3,Male,94,3,2,Sales Executive,1,Married,8966,3,Y,Yes,15,3,4,3,15,2,3,7,7,1,7,No
24,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210,1,Y,No,13,3,1,1,1,3,1,1,0,0,0,Yes
33,Travel_Frequently,1146,Sales,25,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,1,Y,No,12,3,1,1,10,3,2,10,7,0,1,No
36,Travel_Rarely,917,Research & Development,6,4,Life Sciences,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,1,Y,No,14,3,3,1,7,4,3,7,7,1,7,No
30,Travel_Rarely,853,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,1,Y,No,13,3,1,3,10,4,2,10,7,8,9,No
44,Travel_Rarely,200,Research & Development,29,4,Other,4,Male,32,3,2,Research Scientist,4,Single,4541,1,Y,No,25,4,2,0,20,3,3,20,11,13,17,No
20,Travel_Rarely,654,Sales,21,3,Marketing,3,Male,43,4,1,Sales Representative,4,Single,2678,1,Y,No,17,3,4,0,2,2,3,2,1,2,2,No
46,Travel_Rarely,150,Research & Development,2,4,Technical Degree,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,2,Y,No,11,3,3,1,12,3,2,6,3,1,4,No
42,Non-Travel,179,Human Resources,2,5,Medical,4,Male,79,4,2,Human Resources,1,Married,6272,7,Y,No,16,3,1,1,10,3,4,4,3,0,3,No
60,Travel_Rarely,696,Sales,7,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,0,Y,Yes,18,3,2,1,12,3,3,11,7,1,9,No
32,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,1,Y,No,20,4,3,1,2,2,3,2,2,2,2,No
32,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,4,Female,38,3,2,Research Scientist,3,Single,4998,4,Y,Yes,14,3,4,0,10,2,3,8,7,0,7,No
36,Travel_Rarely,363,Research & Development,1,3,Technical Degree,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,2,Y,Yes,21,4,3,1,17,2,3,7,7,7,7,No
33,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,2781,0,Y,No,13,3,2,1,15,5,3,14,10,4,10,No
40,Travel_Rarely,107,Sales,10,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,7,Y,No,12,3,2,1,7,2,4,5,1,1,3,No
25,Travel_Rarely,1356,Sales,10,4,Life Sciences,3,Male,57,3,2,Sales Executive,4,Single,4950,0,Y,No,14,3,2,0,5,4,3,4,3,1,1,No
30,Travel_Rarely,1465,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,3579,0,Y,Yes,21,4,1,1,12,2,3,11,9,5,7,No
42,Travel_Frequently,458,Research & Development,26,5,Medical,1,Female,60,3,3,Research Director,1,Married,13191,3,Y,Yes,17,3,3,0,20,6,3,1,0,0,0,No
35,Non-Travel,1212,Sales,8,2,Marketing,3,Female,78,2,3,Sales Executive,4,Married,10377,4,Y,Yes,11,3,2,1,16,6,2,13,2,4,12,No
27,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,Male,42,3,1,Research Scientist,1,Married,2235,1,Y,Yes,14,3,4,2,9,3,2,9,7,6,8,No
54,Travel_Frequently,966,Research & Development,1,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,7,Y,No,17,3,1,1,33,2,1,5,4,1,4,No
44,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,Female,72,4,1,Research Scientist,4,Married,2011,1,Y,No,13,3,4,1,10,5,3,10,5,7,7,No
19,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1859,1,Y,Yes,25,4,2,0,1,2,4,1,1,0,0,Yes
29,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,1,Y,No,15,3,1,3,3,5,3,3,2,1,2,No
54,Travel_Rarely,685,Research & Development,3,3,Life Sciences,4,Male,85,3,4,Research Director,4,Married,17779,3,Y,No,14,3,1,0,36,2,3,10,9,0,9,No
31,Travel_Rarely,1332,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833,1,Y,Yes,12,3,4,0,6,2,2,6,5,0,1,No
31,Travel_Rarely,1062,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,6812,1,Y,No,19,3,2,0,10,2,3,10,9,1,8,No
59,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171,5,Y,No,17,3,4,0,13,2,3,6,1,0,5,No
43,Travel_Rarely,920,Research & Development,3,3,Life Sciences,3,Male,96,1,5,Research Director,4,Married,19740,3,Y,No,14,3,2,1,25,2,3,8,7,0,7,No
49,Travel_Rarely,1098,Research & Development,4,2,Medical,1,Male,85,2,5,Manager,3,Married,18711,2,Y,No,13,3,3,1,23,2,4,1,0,0,0,No
36,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692,1,Y,No,12,3,3,0,12,2,2,11,10,0,7,No
48,Travel_Rarely,969,Research & Development,2,2,Technical Degree,4,Male,76,4,1,Laboratory Technician,2,Single,2559,5,Y,No,11,3,3,0,7,4,2,1,0,0,0,No
27,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,Male,76,3,1,Research Scientist,3,Divorced,2517,1,Y,No,11,3,2,3,5,2,3,5,3,0,3,No
29,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,1,Y,Yes,11,3,2,2,6,2,3,6,0,1,0,No
48,Travel_Rarely,715,Research & Development,1,3,Life Sciences,4,Male,76,2,5,Research Director,4,Single,18265,6,Y,No,12,3,3,0,25,3,4,1,0,0,0,No
29,Travel_Rarely,694,Research & Development,1,3,Life Sciences,4,Female,87,2,4,Research Director,4,Divorced,16124,3,Y,No,14,3,2,2,9,2,2,7,7,1,7,No
34,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,3,Female,89,4,1,Research Scientist,3,Married,2585,0,Y,No,17,3,4,0,2,5,2,1,0,0,0,No
44,Travel_Rarely,1099,Sales,5,3,Marketing,2,Male,88,3,5,Manager,2,Married,18213,7,Y,No,11,3,3,1,26,5,3,22,9,3,10,No
33,Travel_Rarely,536,Sales,10,5,Marketing,4,Male,82,4,3,Sales Executive,3,Divorced,8380,0,Y,Yes,14,3,4,2,10,3,3,9,8,0,8,No
19,Travel_Rarely,265,Research & Development,25,3,Life Sciences,2,Female,57,4,1,Research Scientist,4,Single,2994,1,Y,Yes,12,3,4,0,1,2,3,1,0,0,1,No
23,Travel_Rarely,373,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1223,1,Y,No,22,4,4,1,1,2,3,1,0,0,1,No
